5.135.17.28 - - [13/Mar/2016:09:03:30 +0000] "GET /xmlrpc.php HTTP/1.1" 401 203 "-" "-"
105.224.170.122 - christo [14/Mar/2016:12:02:27 +0000] "GET /app/kibana HTTP/1.1" 200 12548 "http://kibana.tngnt.co/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:02:28 +0000] "GET /bundles/commons.style.css?v=9732 HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:02:28 +0000] "GET /bundles/kibana.style.css?v=9732 HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:02:28 +0000] "GET /bundles/commons.bundle.js?v=9732 HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:02:28 +0000] "GET /bundles/kibana.bundle.js?v=9732 HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:02:30 +0000] "GET /bundles/src/ui/public/images/kibana.svg HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:02:30 +0000] "GET /bundles/node_modules/font-awesome/fonts/fontawesome-webfont.woff2 HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:02:30 +0000] "GET /bundles/src/ui/public/images/elk.ico HTTP/1.1" 200 111 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:02:30 +0000] "POST /elasticsearch/_mget?timeout=0&ignore_unavailable=true&preference=1457956951787 HTTP/1.1" 200 153 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:02:30 +0000] "POST /elasticsearch/.kibana/index-pattern/_search?fields= HTTP/1.1" 200 164 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:02:30 +0000] "GET /elasticsearch/.kibana/_mapping/*/field/_source?_=1457956952691 HTTP/1.1" 200 117 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:02:31 +0000] "POST /elasticsearch/_mget?timeout=0&ignore_unavailable=true&preference=1457956951787 HTTP/1.1" 200 464 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:02:31 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:02:32 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457956951787 HTTP/1.1" 200 2028 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
192.30.252.41 - - [14/Mar/2016:12:03:13 +0000] "POST /github/tangentsolutions/ HTTP/1.1" 200 2 "-" "GitHub-Hookshot/7a65dd9"
105.224.170.122 - christo [14/Mar/2016:12:17:55 +0000] "GET /app/kibana HTTP/1.1" 200 12540 "http://kibana.tngnt.co/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:17:56 +0000] "GET /bundles/commons.style.css?v=9732 HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:17:56 +0000] "GET /bundles/kibana.style.css?v=9732 HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:17:56 +0000] "GET /bundles/commons.bundle.js?v=9732 HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:17:57 +0000] "GET /bundles/kibana.bundle.js?v=9732 HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:17:59 +0000] "GET /bundles/src/ui/public/images/kibana.svg HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:17:59 +0000] "GET /bundles/node_modules/font-awesome/fonts/fontawesome-webfont.woff2 HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:17:59 +0000] "GET /bundles/src/ui/public/images/elk.ico HTTP/1.1" 200 111 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:17:59 +0000] "POST /elasticsearch/_mget?timeout=0&ignore_unavailable=true&preference=1457957881398 HTTP/1.1" 200 153 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:18:00 +0000] "POST /elasticsearch/.kibana/index-pattern/_search?fields= HTTP/1.1" 200 164 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:18:01 +0000] "GET /elasticsearch/.kibana/_mapping/*/field/_source?_=1457957883325 HTTP/1.1" 200 117 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:18:01 +0000] "POST /elasticsearch/_mget?timeout=0&ignore_unavailable=true&preference=1457957881398 HTTP/1.1" 200 464 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:18:02 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:18:03 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457957881398 HTTP/1.1" 200 2664 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:30:31 +0000] "POST /elasticsearch/.kibana/visualization/_search?size=100 HTTP/1.1" 200 125 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:30:33 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 246 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:30:34 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457957881398 HTTP/1.1" 200 1011 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:30:55 +0000] "GET / HTTP/1.1" 200 151 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:30:57 +0000] "GET /app/kibana HTTP/1.1" 200 12555 "http://kibana.tngnt.co/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:31:00 +0000] "GET /bundles/commons.style.css?v=9732 HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:31:00 +0000] "GET /bundles/kibana.style.css?v=9732 HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:31:00 +0000] "GET /bundles/commons.bundle.js?v=9732 HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:31:01 +0000] "GET /bundles/kibana.bundle.js?v=9732 HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:31:03 +0000] "GET /bundles/src/ui/public/images/kibana.svg HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:31:03 +0000] "GET /bundles/node_modules/font-awesome/fonts/fontawesome-webfont.woff2 HTTP/1.1" 304 0 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:31:03 +0000] "POST /elasticsearch/_mget?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 153 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:31:04 +0000] "POST /elasticsearch/.kibana/index-pattern/_search?fields= HTTP/1.1" 200 164 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:31:05 +0000] "GET /elasticsearch/.kibana/_mapping/*/field/_source?_=1457958667724 HTTP/1.1" 200 117 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:31:06 +0000] "POST /elasticsearch/_mget?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 464 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:31:07 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 246 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:31:08 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 1032 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:31:16 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 246 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:31:18 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15628 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:37:46 +0000] "GET /bundles/node_modules/bootstrap/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028 "http://kibana.tngnt.co/bundles/commons.style.css?v=9732" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:37:59 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 246 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:38:00 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15818 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:38:31 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 246 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:38:33 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15818 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:39:04 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:39:05 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15840 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:39:25 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:39:27 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15725 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:39:58 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:40:01 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15753 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:40:34 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:40:36 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15753 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:41:15 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:41:17 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15783 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:41:50 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 244 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:41:51 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15809 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:42:00 +0000] "GET /elasticsearch/logstash-*/_mapping/field/*?_=1457959322766&ignore_unavailable=false&allow_no_indices=false&include_defaults=true HTTP/1.1" 200 6748 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:42:04 +0000] "PUT /elasticsearch/.kibana/_mapping/dashboard HTTP/1.1" 200 52 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:42:07 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 244 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:42:08 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15810 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:42:40 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:42:42 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15838 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:43:26 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:43:30 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15838 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:44:14 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 245 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:44:18 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15865 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:44:56 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 246 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:44:59 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15891 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:45:34 +0000] "POST /elasticsearch/logstash-*/_field_stats?level=indices HTTP/1.1" 200 246 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
105.224.170.122 - christo [14/Mar/2016:12:45:37 +0000] "POST /elasticsearch/_msearch?timeout=0&ignore_unavailable=true&preference=1457958665312 HTTP/1.1" 200 15890 "http://kibana.tngnt.co/app/kibana" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36"
